DATE,URL,R_avg,G_avg,B_avg,R_std,G_std,B_std,range,genre,historical,interior,landscape,mythological,other,portrait,religious,still-life,study
1420,https://www.wga.hu/art/l/lorenzo/monaco/2/41monaco.jpg,102.33248619792855,68.63253334550045,62.212582318139646,43.765191844064184,34.45873587238922,26.772238608677657,249.95799999999997,0,0,0,0,0,0,0,1,0,0
1546,https://www.wga.hu/art/m/michelan/2paintin/2/5peter3.jpg,144.84946240020602,113.46116887715684,87.77052214782385,56.25999563262508,42.87399628028828,32.6733622669332,252.93999999999997,0,0,0,0,0,0,0,1,0,0
1509,https://www.wga.hu/art/r/raphael/4stanze/1segnatu/3/parnass3.jpg,113.8992330655773,97.84968183514347,88.42146368927209,42.53671146489429,44.42609697204845,51.72099682388073,254.42999999999998,0,0,0,0,1,0,0,0,0,0
1873,https://www.wga.hu/art/m/morisot/06moriso.jpg,119.88486446280992,113.20073223140496,84.55687272727273,59.246607728030725,57.35748490969871,57.489506956669864,254.42999999999998,1,0,0,0,0,0,0,0,0,0
1483,https://www.wga.hu/art/b/botticel/6nastagi/nastag2.jpg,87.80899791231732,79.31870563674322,61.456181628392486,46.10452853685226,50.92049122619604,42.32929683018844,248.203,0,1,0,0,0,0,0,0,0,0
1500,https://www.wga.hu/art/b/bellini/giovanni/1500-09/174madox.jpg,107.76383446529297,85.87108783239323,79.29986761828019,67.95628183137045,67.71209275347964,68.6015929165674,254.701,0,0,0,0,0,0,0,1,0,0
1650,https://www.wga.hu/art/t/tilborgh/smoker.jpg,74.72303555611794,63.783052638238644,49.371743641655065,44.67058077285836,38.94677300581048,30.99503547711859,254.772,1,0,0,0,0,0,0,0,0,0
1777,https://www.wga.hu/art/d/delane/dawn.jpg,100.52785748173451,101.81965651390075,96.8623958629851,55.14640753057295,56.17755613295334,55.6216110228886,253.40399999999997,0,0,0,1,0,0,0,0,0,0
1675,https://www.wga.hu/art/p/poulakis/nativity.jpg,118.03015077552836,95.01226584759634,89.07294267758633,62.89426189686474,48.42676825584317,41.892994381926414,249.093,0,0,0,0,0,0,0,1,0,0
1435,https://www.wga.hu/art/w/weyden/rogier/01deposi/3deposit.jpg,119.6364,85.9479282051282,72.57323418803419,66.62531572829279,52.083243967742554,59.599529432274664,254.42999999999998,0,0,0,0,0,0,0,1,0,0
1623,https://www.wga.hu/art/v/vouet/1/7sophoni.jpg,57.70956797921103,47.9073759940328,39.923564442198725,54.617929376391544,48.482762148748236,37.50135875344267,254.42999999999998,0,0,0,0,1,0,0,0,0,0
1840,https://www.wga.hu/art/r/roberts/cairo.jpg,118.73981272016287,109.50286656109621,93.00792747955919,77.787009548286,79.49867437151332,77.57180593462212,253.974,0,0,0,1,0,0,0,0,0,0
1473,https://www.wga.hu/art/a/antonell/madonna.jpg,117.50888172064894,95.38884988190495,65.89680108812526,79.22791973381428,63.2368487972777,44.351136077470855,251.808,0,0,0,0,0,0,0,1,0,0
1631,https://www.wga.hu/art/r/ruysdael/salomon/1/after_ra.jpg,136.9873417721519,134.9542341772152,124.22179367088607,61.90496581804907,68.02254445101809,78.5724039952506,249.739,0,0,0,1,0,0,0,0,0,0
1895,https://www.wga.hu/art/d/degas/5/1890s_06.jpg,96.69849708879185,87.37415756914119,80.0467267103348,52.943073592391485,45.88158946403931,38.259085910128434,251.23,1,0,0,0,0,0,0,0,0,0
1564,https://www.wga.hu/art/b/bruegel/pieter_e/08/16calvar.jpg,134.24901666866532,106.64105288403886,57.32766758604149,56.02136587942679,52.41097983062379,37.66053467160756,253.176,0,0,0,0,0,0,0,1,0,0
1504,https://www.wga.hu/art/r/raphael/1early/12spozal.jpg,134.46997905770644,109.33388813964453,88.00458756839139,57.12819662253775,59.31479280207774,57.92298129137226,254.99999999999997,0,0,0,0,0,0,0,1,0,0
1751,https://www.wga.hu/art/g/guardi/giananto/triumph2.jpg,205.63115709185328,183.39427783187276,169.80428107757223,48.94531515262185,55.69000355231326,61.59373764079952,253.20599999999996,0,0,0,0,1,0,0,0,0,0
1734,https://www.wga.hu/art/l/longhi/pietro/1/00moros1.jpg,151.45959393491125,128.05491346153846,111.97695192307692,51.12704917449014,48.49728193490716,54.19162447567684,249.35199999999998,0,0,0,0,1,0,0,0,0,0
1838,https://www.wga.hu/art/c/corot/corot07.jpg,88.17970208607152,65.68833147979645,46.131929363394335,69.22500743604016,56.25193377516555,36.308919676281164,251.808,0,0,0,0,0,0,1,0,0,0
1515,https://www.wga.hu/art/g/grunewal/2isenhei/1view/1view3r1.jpg,136.5048133116883,105.61460807050092,84.39425672541743,74.04486165557135,69.22147941493863,58.798534317899154,252.85999999999999,0,0,0,0,0,0,0,1,0,0
1650,https://www.wga.hu/art/c/cavallio/thebless.jpg,84.63835028433945,60.513376257655295,48.402468832021,47.44539382813452,36.767834943764825,29.771824090117487,249.31199999999998,0,0,0,0,0,0,0,1,0,0
1476,https://www.wga.hu/art/a/antonell/sebastia.jpg,107.8589697204969,88.6655302795031,73.09177096273292,65.21203084421403,55.58701093339321,41.3189786486629,253.598,0,0,0,0,0,0,0,1,0,0
1478,https://www.wga.hu/art/l/leonardo/01/6carnat1.jpg,130.39470986460347,98.54117712075158,77.71083310306715,70.85767873320017,64.32519312671374,59.1796984143874,253.40399999999997,0,0,0,0,0,0,0,1,0,0
1865,https://www.wga.hu/art/v/vereshch/vasily/girlgrap.jpg,88.3564737704918,98.84427049180327,85.74186967213114,57.295467879804455,68.18331256440027,59.68485357779381,252.036,1,0,0,0,0,0,0,0,0,0
1625,https://www.wga.hu/art/l/liss/venus_mi.jpg,104.98871910511704,85.2616435165173,75.12496277724945,57.087907425745534,52.345143276938984,48.266110355081224,253.505,0,0,0,0,1,0,0,0,0,0
1470,https://www.wga.hu/art/m/memling/1early1/04noport.jpg,71.83001379310345,58.78927241379311,58.09767011494253,73.1511255330937,62.883651217435975,54.84532985155306,254.13099999999997,0,0,0,0,0,0,1,0,0,0
1600,https://www.wga.hu/art/r/rubens/21mythol/01mythol.jpg,73.94347732464517,59.73907800621653,42.67554862749504,62.35152867620395,54.883650839433706,45.03808980825328,254.245,0,0,0,0,1,0,0,0,0,0
1516,https://www.wga.hu/art/t/tintoret/3b/facade.jpg,122.33831834831835,114.64936396936398,119.36717782217782,58.99960990492751,64.26774241701415,72.3573234144891,254.42999999999998,0,0,0,0,0,1,0,0,0,0
1514,https://www.wga.hu/art/t/tiziano/08/05sacre.jpg,85.91162992357437,71.44150352733686,65.97902459337645,62.2675043434148,57.35451281105174,48.68236942423987,253.28799999999998,0,0,0,0,0,0,0,1,0,0
1773,https://www.wga.hu/art/j/juel/port_wom.jpg,73.89059737725484,57.78446563599828,39.53542487000492,65.4374850464404,57.29085620651381,40.75693711531593,247.13799999999998,0,0,0,0,0,0,1,0,0,0
1640,https://www.wga.hu/art/c/cavallio/meeting.jpg,51.59192934085663,44.7527038984355,50.664841626057964,51.19386067435681,39.305844861848556,35.52461047027015,253.82599999999996,0,0,0,0,0,0,0,1,0,0
1892,https://www.wga.hu/art/u/uhde/uhde5.jpg,76.03405799373041,61.46958307210031,46.24357523510972,44.13777153530997,34.74399270889792,30.24337866767704,252.13299999999998,1,0,0,0,0,0,0,0,0,0
1507,https://www.wga.hu/art/c/corneliz/christ_x.jpg,80.36646933819065,84.41295284355394,68.83961369156042,54.52187061715255,53.5741156524805,54.987121484641236,253.533,0,0,0,0,0,0,0,1,0,0
1610,https://www.wga.hu/art/g/greco_el/19/1903grec.jpg,103.22355620608899,102.37068618266979,95.53090866510539,54.93339691292731,53.94573903815059,49.768229453351054,254.54399999999998,0,0,0,1,0,0,0,0,0,0
1511,https://www.wga.hu/art/m/michelan/3sistina/6lunette/09/lu09asa.jpg,161.51507813651776,145.34966583124478,134.71446999852571,67.31441739268011,69.02574408768585,70.04774462864265,254.77199999999996,0,0,0,0,0,0,0,1,0,0
1634,https://www.wga.hu/art/v/velazque/05/0505vela.jpg,92.02938722154573,90.25418129073849,78.24353108659838,61.331136985075354,66.00583865659743,63.033100826481025,254.54399999999998,0,0,0,0,0,0,1,0,0,0
1250,https://www.wga.hu/art/c/coppo/majesty.jpg,88.0235473901099,62.42034913003663,46.73639423076923,70.12536046056172,56.050891723266496,45.306905449526646,254.99999999999997,0,0,0,0,0,0,0,1,0,0
1603,https://www.wga.hu/art/g/greco_el/15/1511grec.jpg,47.93079766443083,41.89509337451141,27.746316652994256,55.78811755763198,51.58708687701232,51.407357041348185,254.99999999999997,0,0,0,0,0,0,1,0,0,0
1637,https://www.wga.hu/art/g/giovanni/sangiova/7pitti.jpg,117.22294636015326,108.21634482758621,112.48184137931034,49.19918804325836,49.305459439576865,59.3781535202571,254.99999999999997,0,0,0,0,1,0,0,0,0,0
1783,https://www.wga.hu/art/r/romney/ladysmyt.jpg,107.0233424155229,84.45192024649232,67.23574647959053,61.1127799352841,66.58398187839218,68.51827715041827,216.74599999999995,0,0,0,0,0,0,1,0,0,0
1410,https://www.wga.hu/art/m/meneghel/1altar11.jpg,152.2119696549172,118.83894994911648,75.43686464982885,60.96809473919832,44.55348834471095,43.10299488073088,250.72599999999997,0,0,0,0,0,0,0,1,0,0
1700,https://www.wga.hu/art/r/ricci/sebastia/2/sabine1.jpg,107.1825418814433,89.41007280927835,79.00851030927835,63.125757839547475,61.44619955833088,57.33724152070365,254.28799999999998,0,1,0,0,0,0,0,0,0,0
1881,https://www.wga.hu/art/r/renoir/3/3renoi11.jpg,111.98645256087322,92.80486251049538,75.93719510915197,61.43568631359869,52.99376209540457,50.23552309334225,254.99999999999997,1,0,0,0,0,0,0,0,0,0
1500,https://www.wga.hu/art/m/mair/2crucifi.jpg,128.381836935167,111.279283521611,107.050259086444,55.94983998824437,48.50969282766283,45.98743930389618,254.99999999999997,0,0,0,0,0,0,0,1,0,0
1426,https://www.wga.hu/art/m/masaccio/z_panels/portrait.jpg,62.3829730713246,31.06795342066958,30.319958515283844,60.46295396781867,37.73549172534113,29.82547905372696,254.99999999999997,0,0,0,0,0,0,1,0,0,0
1670,https://www.wga.hu/art/m/murillo/2/215muril.jpg,57.26983401920439,46.21917626886145,42.483871742112484,56.76568695669226,47.729313326844085,32.35493848558588,227.893,0,0,0,0,0,0,0,1,0,0
1627,https://www.wga.hu/art/s/stoskopf/vanitas.jpg,69.68511994322215,60.39407452093683,43.01419943222143,69.56011934493988,59.24967733695971,46.75701652132909,254.99999999999997,0,0,0,0,0,0,0,0,1,0
1616,https://www.wga.hu/art/s/saraceni/birth_vi.jpg,73.01732272727273,56.783497727272724,42.90528409090909,52.92653175449421,37.046548077967756,24.757220513073126,246.70699999999997,0,0,0,0,0,0,0,1,0,0
1650,https://www.wga.hu/art/b/beaubrun/anneaust.jpg,96.57850124378109,74.89243081467662,67.36624455845771,55.09286506966738,59.05995412198958,49.4585934131243,249.887,0,0,0,0,0,0,1,0,0,0
1882,https://www.wga.hu/art/m/manet/5/5late16.jpg,129.53241862274672,113.8706737128777,93.51873751783167,69.7834483405604,62.82672624226358,56.92319348260918,254.31599999999997,0,0,0,1,0,0,0,0,0,0
1730,https://www.wga.hu/art/c/canalett/4/canal410.jpg,138.41996693089231,131.68512718415627,120.3928797118877,53.9418386376382,59.93141753298027,57.205859066962866,249.06799999999998,0,0,0,1,0,0,0,0,0,0
1633,https://www.wga.hu/art/c/cortona/1/01barber.jpg,82.71067136498516,81.96034773738873,79.88794232195846,51.798876827331014,48.3283732904526,45.987109832914136,254.701,0,0,0,0,1,0,0,0,0,0
1628,https://www.wga.hu/art/h/hals/frans/03-1630/32nogyps.jpg,101.38542341820988,81.27080536265431,69.38261959876543,65.25925600933626,56.8231393994304,43.966994942742105,252.87699999999998,0,0,0,0,0,0,1,0,0,0
1665,https://www.wga.hu/art/h/hooch/3/45hooch.jpg,124.17380487156645,103.73376677707834,85.94659265967448,67.25789261372518,65.27319168155938,52.39294872465145,254.70099999999996,1,0,0,0,0,0,0,0,0,0
1630,https://www.wga.hu/art/o/oost/elder/adorati1.jpg,99.83053471667996,83.3340542697526,69.64242817238627,59.114016554781244,55.883452047508584,51.648251686747784,254.77199999999996,0,0,0,0,0,0,0,1,0,0
1633,https://www.wga.hu/art/r/rembrand/22portra/39portrb.jpg,111.10308479755538,104.30943621084798,93.80042627960275,95.83993708295021,94.25745066324431,97.55953118221517,247.98299999999998,0,0,0,0,0,0,1,0,0,0
1528,https://www.wga.hu/art/c/cranach/lucas_e/06/3samson.jpg,85.89732613277134,74.16554794520547,57.98831401475237,69.58660165460542,58.70167492062041,56.627145362660436,253.74599999999998,0,0,0,0,1,0,0,0,0,0
1488,https://www.wga.hu/art/g/ghirland/domenico/7panel/07tornab.jpg,71.98855361351139,63.09357521602514,49.52125490966222,64.13811143571604,52.46272611244566,35.17799096909299,252.87699999999998,0,0,0,0,0,0,1,0,0,0
1631,https://www.wga.hu/art/b/blanchar/venus_3g.jpg,107.79074846534098,71.6421586084098,53.096257050715344,76.17187528954955,60.826846601766505,31.688735157153427,249.64199999999997,0,0,0,0,1,0,0,0,0,0
1435,https://www.wga.hu/art/m/masolino/olona/02olona.jpg,121.06435013046314,102.55460290280496,80.63651744944553,63.94362891020633,58.78675571935975,51.68443476620509,254.772,0,0,0,0,0,0,0,1,0,0
1542,https://www.wga.hu/art/m/moretto/cesaresc.jpg,64.81510146716029,54.94987727958316,50.965967365967366,76.29488285130157,70.62890261355223,63.444488101743616,252.13299999999998,0,0,0,0,0,0,1,0,0,0
1874,https://www.wga.hu/art/m/manet/3/3manet15.jpg,109.59301319853974,98.50888345970233,96.91128840213423,72.89468972809728,68.73091106358636,73.78988291050685,254.99999999999997,0,0,0,0,0,0,1,0,0,0
1832,https://www.wga.hu/art/b/blechen/04potsda.jpg,97.34517624075151,84.12034666223293,66.68969989192784,54.03299021445711,48.705876545053385,39.80077174952425,234.528,0,0,0,1,0,0,0,0,0,0
1756,https://www.wga.hu/art/c/crosato/levada6.jpg,172.28226138946843,141.70284869056147,122.39589574315697,52.8429404112084,52.85547158241733,66.26144377573306,254.77199999999996,0,0,0,0,0,1,0,0,0,0
1536,https://www.wga.hu/art/c/clouet/jean/g_bude.jpg,75.36345346534654,67.50811768033947,64.8855818953324,63.482882015024714,54.16640174584197,57.19969518899322,251.34399999999997,0,0,0,0,0,0,1,0,0,0
1490,https://www.wga.hu/art/c/changene/3prophet.jpg,121.22974003676862,91.92828752449975,70.32131516173634,64.859181226331,59.248571801090534,45.25551479928256,250.13699999999997,0,0,0,0,0,0,0,1,0,0
1520,https://www.wga.hu/art/b/beccafum/2/4view.jpg,111.0682870604072,91.86146979639912,75.53078663974424,57.36852929644086,53.4057830229998,50.85968714741278,254.772,0,0,0,0,0,0,0,1,0,0
1689,https://www.wga.hu/art/r/remps/cabinet.jpg,91.10239139404656,81.71725375773651,74.22198938992042,65.62925718985055,62.77029253909618,63.2868653053717,253.80399999999997,0,0,0,0,0,1,0,0,0,0
1655,https://www.wga.hu/art/b/boeckhor/2lycome1.jpg,103.49774515863206,81.42469818706222,71.66193036670786,48.80540399241616,41.24332258213315,35.80065107581276,235.10099999999997,0,0,0,0,1,0,0,0,0,0
1825,https://www.wga.hu/art/t/tischbei/wilhelm/zgirflol.jpg,72.74171465789112,66.01361990950227,54.29561291649527,68.24835955621285,62.03373154884729,58.31936380296863,254.99999999999997,0,0,0,0,0,0,1,0,0,0
1660,https://www.wga.hu/art/h/hooch/2/30hooch.jpg,149.23201592719,125.98092263936292,108.2049954493743,77.45442832192045,81.03810374356236,76.69110356452195,254.772,1,0,0,0,0,0,0,0,0,0
1467,https://www.wga.hu/art/b/botticel/1early/03loggia.jpg,112.1863193878475,89.43548446979987,61.074138820972564,70.74676693021844,59.71121965295515,46.22953503034705,241.91,0,0,0,0,0,0,0,1,0,0
1651,https://www.wga.hu/art/p/puget/painting/01mother.jpg,90.36968776953597,66.95375539071934,64.97782991202347,56.734280376768126,46.64214423932366,39.31710089894987,252.80599999999998,0,0,0,0,0,0,1,0,0,0
1899,https://www.wga.hu/art/m/monet/08/3bridge1.jpg,105.19458738123198,114.1978029251628,92.49820433436533,44.24314350683404,44.86729893112646,51.40184008442697,254.41299999999998,0,0,0,1,0,0,0,0,0,0
1320,https://www.wga.hu/art/g/giotto/z_panel/3polypty/6limbo.jpg,113.92138491198949,75.31384220354809,60.72962055192448,60.032204414160816,47.48045871651367,30.14631715812922,247.367,0,0,0,0,0,0,0,1,0,0
1627,https://www.wga.hu/art/b/bosschae/ambrosix/still_li.jpg,73.4830409547944,61.646292814518105,48.46620779857762,68.25180522289358,61.05311781551728,47.479453563264734,254.99999999999997,0,0,0,0,0,0,0,0,1,0
1640,https://www.wga.hu/art/t/tilborgh/guardroo.jpg,75.46462232620321,72.38642825311943,63.672951203208555,55.46878079027508,47.72159541286171,42.61037257816802,254.54399999999998,1,0,0,0,0,0,0,0,0,0
1437,https://www.wga.hu/art/l/lippi/filippo/1430/4madonna.jpg,96.39521990740741,69.14158641975308,41.18097453703704,86.0045830828547,65.99439273937467,38.3491921572281,252.57199999999997,0,0,0,0,0,0,0,1,0,0
1845,https://www.wga.hu/art/t/tassaert/octave/studio_i.jpg,95.62921005183682,78.5035722334911,65.03118661257606,61.45988086449668,51.707890211843285,36.38935796216958,243.852,0,0,1,0,0,0,0,0,0,0
1650,https://www.wga.hu/art/l/luttichu/simon/breakfas.jpg,26.962605665897296,17.06286881992326,23.32862498346099,31.011103283081443,25.280574090601053,12.889168372300503,244.27099999999996,0,0,0,0,0,0,0,0,1,0
1706,https://www.wga.hu/art/r/ricci/sebastia/3/maruce10.jpg,126.00651361502348,112.5242910798122,96.28413051643193,49.27770938345107,50.55998250198193,59.14485354479753,250.66799999999998,0,0,0,0,0,0,0,1,0,0
1470,https://www.wga.hu/art/b/botticel/1early/08madonn.jpg,101.92709858188472,75.63623398902104,61.55590690759378,67.58687290238149,60.71507860594765,46.53823469380691,251.35199999999998,0,0,0,0,0,0,0,1,0,0
1720,https://www.wga.hu/art/s/solimena/1/dido_rec.jpg,114.58782872300114,82.26175217885563,69.47865100416824,59.42709101956437,51.45192769558283,39.86299163393808,253.974,0,0,0,0,1,0,0,0,0,0
1670,https://www.wga.hu/art/r/ruysdael/jacob/2/view_had.jpg,114.62768070175439,110.22544010025062,102.59468972431078,36.10603331159556,40.05204452954665,42.75332047104317,186.2,0,0,0,1,0,0,0,0,0,0
1616,https://www.wga.hu/art/d/domenich/1/diana2.jpg,67.57956690077435,49.437590491626146,45.622621105708625,49.115935120473694,43.08367858703353,40.94293689586189,254.41299999999998,0,0,0,0,1,0,0,0,0,0
1567,https://www.wga.hu/art/v/veronese/06/4brera1.jpg,97.87528648442346,75.729099756691,64.98014503124851,67.01647150570508,57.67046836501684,41.441528497184606,254.701,0,0,0,0,0,0,0,1,0,0
1559,https://www.wga.hu/art/h/heemsker/2/entombm1.jpg,104.37931452970346,78.18841937856631,64.08637343641665,59.25798314796099,50.15844449816854,46.54645521463272,252.15899999999996,0,0,0,0,0,0,0,1,0,0
1683,https://www.wga.hu/art/l/largilli/le_brun.jpg,80.68852842514124,50.11486140536723,37.336932379943505,49.880582738811526,39.549142687683144,29.67310633317254,252.07899999999998,0,0,0,0,0,0,1,0,0,0
1511,https://www.wga.hu/art/m/michelan/3sistina/1genesis/9light/09_3ce9.jpg,126.3238053533983,112.49625940545208,115.53508572838288,58.156511586127486,55.55762047519873,57.42871271895262,254.99999999999997,0,0,0,0,0,0,0,1,0,0
1528,https://www.wga.hu/art/p/pontormo/4capponi/0view.jpg,60.84845630372493,52.13104297994269,55.24031518624642,60.55719965982512,53.00859134238683,51.588910531935085,254.99999999999997,0,0,1,0,0,0,0,0,0,0
1647,https://www.wga.hu/art/e/everding/allaert/scanland.jpg,128.81991738644138,112.80989619210182,90.77852031909039,65.3103249224746,67.26574475021162,49.26773976808312,240.85399999999998,0,0,0,1,0,0,0,0,0,0
1513,https://www.wga.hu/art/c/cranach/lucas_e/08/1paris3.jpg,82.17252170601675,60.185246763137854,57.427772277227724,68.60571261128504,52.92515322922961,47.12508472426914,233.468,0,0,0,0,1,0,0,0,0,0
1333,https://www.wga.hu/art/s/simone/7last/orsini/4orsini.jpg,117.23494985355462,94.79026182657317,66.49597230851158,59.115810017323774,49.28711675307767,33.191834529023716,247.44199999999998,0,0,0,0,0,0,0,1,0,0
1700,https://www.wga.hu/art/m/master/zunk_y/14icon.jpg,148.06688508574348,101.5709890782238,72.14957553837918,65.42386842086482,51.96708202904925,37.39456189126887,254.11399999999998,0,0,0,0,0,0,0,1,0,0
1620,https://www.wga.hu/art/j/jordaens/2/satyr.jpg,107.13609301702185,73.8914086583568,50.795286154670954,63.80328597101008,48.64703279403847,30.704822804261582,241.30399999999997,0,0,0,0,1,0,0,0,0,0
1425,https://www.wga.hu/art/g/gentile/quarate/05quarat.jpg,134.99917606837607,105.51795982905983,78.68643076923077,83.14190688012285,83.65651816380297,85.15576397159133,254.70099999999996,0,0,0,0,0,0,0,1,0,0
1515,https://www.wga.hu/art/c/cranach/lucas_e/01/08altar4.jpg,61.3989601532567,45.81750574712644,46.26116704980843,56.08071519696417,51.77933830359377,51.5706496560625,254.41299999999998,0,0,0,0,0,0,0,1,0,0
1459,https://www.wga.hu/art/g/gozzoli/3magi/3/32old.jpg,104.84869025335747,82.66932707355242,67.25369398672353,57.25126591554575,52.955740988359864,49.187798050500746,254.11399999999998,0,0,0,0,0,0,0,1,0,0
1472,https://www.wga.hu/art/p/piero/3/12monte4.jpg,113.01166335978836,83.22448247354497,65.2971767526455,59.1947526917815,45.10469161298712,34.53952585366425,254.701,0,0,0,0,0,0,0,1,0,0
1506,https://www.wga.hu/art/g/gossart/06portra/02portra.jpg,94.40735953729934,79.46111425873465,71.90601510859301,58.4733620246851,56.50259926738675,55.50792256177017,254.18499999999997,0,0,0,0,0,0,1,0,0,0
1570,https://www.wga.hu/art/p/procacci/ercole1/rocca.jpg,155.58531335149863,135.31172405251425,117.80568119891008,58.093363793349994,58.232300331156104,61.640696452733465,254.99999999999997,0,0,0,0,0,0,0,1,0,0
1620,https://www.wga.hu/art/f/francken/frans2/allegory.jpg,83.84366096866097,64.60678917378917,45.5393371320038,54.17061695599498,44.13583241975619,25.551163884584632,221.152,0,1,0,0,0,0,0,0,0,0
1651,https://www.wga.hu/art/p/poussin/4/05landsc.jpg,83.38652729257642,68.52851091703057,64.8027827510917,45.761695018121536,42.98213518160227,41.57559119608922,254.99999999999997,0,0,0,1,0,0,0,0,0,0
1856,https://www.wga.hu/art/j/jongkind/01jongki.jpg,149.68145244917451,137.5766789466503,115.06949924955656,68.51720544537523,67.27281578379254,61.963453625428656,251.57999999999998,0,0,0,1,0,0,0,0,0,0
1731,https://www.wga.hu/art/g/giaquint/presenti.jpg,122.11493215787695,104.27968913858484,88.35140087900824,64.40068276391959,65.13987880173408,59.17055534235268,253.419,0,0,0,0,0,0,0,1,0,0
1885,https://www.wga.hu/art/s/signac/2/milliner.jpg,104.30939253187614,94.96622768670309,89.1208597449909,65.04632552870153,60.95416921488437,60.9999381246394,254.99999999999997,1,0,0,0,0,0,0,0,0,0
1512,https://www.wga.hu/art/b/bramanti/madonna8.jpg,97.04983451536643,74.22215892625638,63.37755547929535,47.81215381550765,43.96525805919319,55.708912975562995,246.523,0,0,0,0,0,0,0,1,0,0
1499,https://www.wga.hu/art/d/durer/1/02/11elsbet.jpg,171.88002401725322,143.28804896578768,97.89376286638564,67.44656085493992,68.12195746897557,59.69156190211252,254.24499999999998,0,0,0,0,0,0,1,0,0,0
1580,https://www.wga.hu/art/b/bassano/jacopo/2/12jacob2.jpg,37.54938042430087,27.490617164898747,24.38401237544198,49.292492381956656,41.912839873864456,30.193279091866753,253.74599999999998,0,0,0,0,0,0,0,1,0,0
1634,https://www.wga.hu/art/s/stanzion/baptist.jpg,34.09030764067569,22.761482268710147,22.417077972927622,37.6779672137874,28.30495414061918,22.697740212858314,192.92399999999998,0,0,0,0,0,0,0,1,0,0
1640,https://www.wga.hu/art/g/gargiulo/certosa.jpg,110.37216197561163,99.07381931129687,96.92831812255541,55.960666850246255,55.43202972306836,57.53030876195264,253.81499999999997,0,0,1,0,0,0,0,0,0,0
1435,https://www.wga.hu/art/u/uccello/2prato/02prato.jpg,152.36066675509574,123.95616792678074,107.39822368130167,70.31039759805685,67.15943512735086,61.45004730166206,254.42999999999998,0,0,0,0,0,0,0,1,0,0
1568,https://www.wga.hu/art/p/palma/giovane/1/1cicogn1.jpg,76.7858732718894,51.88924423963134,44.81272004608295,62.23388792632465,48.160129411773596,36.84231714891027,253.957,0,0,0,0,0,0,0,1,0,0
1500,https://www.wga.hu/art/b/bosch/3garden/wings/10left.jpg,143.67302640264026,118.05931243124313,77.11947194719473,66.79446351826977,63.16610539185025,65.55129795623853,254.20199999999997,0,0,0,0,0,0,0,1,0,0
1470,https://www.wga.hu/art/j/jacopo/sellaio/virgin_d.jpg,59.7757850450723,50.37620690159879,38.23624941250706,55.935428828811865,47.59438706743564,37.62374693664401,244.16,0,0,0,0,0,0,0,1,0,0
1350,https://www.wga.hu/art/m/master/pieta/altar2.jpg,178.89783666154634,149.44116999487966,119.32957501280082,45.72711149284084,48.08366519452262,59.213300528006386,237.94399999999996,0,0,0,0,0,0,0,1,0,0
1814,https://www.wga.hu/art/c/constabl/dedham41.jpg,109.60257541899442,100.46172067039106,77.464708566108,54.37531386220246,57.247919125415656,63.15265929862827,230.125,0,0,0,1,0,0,0,0,0,0
1652,https://www.wga.hu/art/b/bray/salomon/5young_w.jpg,39.005812152437485,27.220156665079468,23.923823249085117,54.62969702208896,44.78969453881824,33.04835926420248,244.701,0,0,0,0,0,0,1,0,0,0
1743,https://www.wga.hu/art/a/arnulphy/admiral.jpg,81.00493985355648,52.71764993026499,34.93218357740586,62.39372456060665,41.80297649259382,33.81094390292094,254.772,0,0,0,0,0,0,1,0,0,0
1680,https://www.wga.hu/art/w/witte/portusyn.jpg,82.44111059755694,66.7951805876527,49.044852426543414,48.916106680227394,47.43524000365929,45.41471434221248,254.772,0,0,1,0,0,0,0,0,0,0
1520,https://www.wga.hu/art/m/massys/quentin/3/virgin6.jpg,79.79888288008891,76.09751323982003,65.11608452378645,59.82164919939612,55.52631879703172,52.48374939882441,239.92,0,0,0,0,0,0,0,1,0,0
1628,https://www.wga.hu/art/g/goyen/1/2resting.jpg,136.96587351659906,121.83572780531772,102.9792248760703,61.89229672862062,63.77130088102406,69.46482175273111,252.589,1,0,0,0,0,0,0,0,0,0
1630,https://www.wga.hu/art/j/jordaens/2/nymphs.jpg,150.1545112394308,141.58953908022272,129.7323795284251,61.857088275322205,63.328727951453715,65.21789801939838,254.70099999999996,0,0,0,0,1,0,0,0,0,0
1595,https://www.wga.hu/art/t/tito/tiberio/caterina.jpg,105.39944475240208,84.2792803030303,73.15036677753142,86.28869770107885,76.72061860433077,59.51307367652865,254.42999999999998,0,0,0,0,0,0,1,0,0,0
1640,https://www.wga.hu/art/b/bottalla/bacchus.jpg,99.19933072020905,89.57945531024184,58.338225441964646,68.25940142633382,54.37186155603799,45.88294315255838,251.69399999999996,0,0,0,0,1,0,0,0,0,0
1630,https://www.wga.hu/art/g/gentiles/orazio/madonna1.jpg,88.33557460732985,75.65909554973823,60.15864136125654,75.35719783363344,66.99292810703787,54.40264856249955,241.325,0,0,0,0,0,0,0,1,0,0
1580,https://www.wga.hu/art/g/greco_el/07/0708grec.jpg,52.57698217698218,53.1964782964783,51.33073983073983,43.51523686338146,41.818309037891375,43.59769880318331,254.54399999999998,0,0,0,0,0,0,0,1,0,0
1450,https://www.wga.hu/art/c/christus/1/virgin_c.jpg,63.19833014310455,43.21271898641874,34.96502688907119,47.471792619069916,39.89507333289013,34.081809803353714,252.57199999999997,0,0,0,0,0,0,0,1,0,0
